Story,Cleaned_Story,Sentiment,Sentiment_Score
I was taken ill at work in AprilParamedics arrived and quickly and got me to A&EI had gone into complete Heart block by the time we had arrived the whole team worked extremely hard and I was given CPR 3 times my organs failed but they fought and brought me back I was put on a ventilator and dialysis and taken to ICU when I was woken up 2 days later the Drs nurses and everyone were amazed I had pulled through and didnt have any kind of brain damage.I continued my stay for the next10 days I cannot thank all the team that helped me enough I would not be here today if it wasnt for you all .I am also very honoured that you asked me if you could use my records for training purposes which I am happy for you to do especially if it helps save more livesI am forever in your debt Thankyou all again the NHS are amazing people all of you are so dedicated to what you do.Thankyou again,i was taken ill at work in aprilparamedics arrived and quickly and got me to aei had gone into complete heart block by the time we had arrived the whole team worked extremely hard and i was given cpr times my organs failed but they fought and brought me back i was put on a ventilator and dialysis and taken to icu when i was woken up days later the drs nurses and everyone were amazed i had pulled through and didnt have any kind of brain damagei continued my stay for the next days i cannot thank all the team that helped me enough i would not be here today if it wasnt for you all i am also very honoured that you asked me if you could use my records for training purposes which i am happy for you to do especially if it helps save more livesi am forever in your debt thankyou all again the nhs are amazing people all of you are so dedicated to what you dothankyou again,Positive,0.12760416666666669
"My wife had a midwifeappointment at Wycombe hospital today. When she got home she was very upset because she felt as though the midwife had treated her like a piece of work that she had to get through and as though the appointment was a tick-box exercise, rather than checking how she and the baby are doing. Not once was she asked how she was. It would have made the world of difference if the midwife had taken two minutes to show an interest and to show that there was someone in the healthcare system who cared about her wellbeing, but that didnt happen.What makes this even more disappointing is that it is really tough for pregnant women and their families in lockdown because they are only able to receive a very limited amount of support from friends and family.It is also Mental Health Awareness week, something that has clearly passed this particular midwife by, and even more of a reason for someone just to ask how my wife was doing. This is the second time my wife has seen this particular midwife and the treatment was the same last time.It is a real shame that my wifehad to experience thisbecause when we had our first baby, the staff at Stoke Mandeville were superb and when we have been on the paediatric wardeveryone has been amazing.",my wife had a midwifeappointment at wycombe hospital today when she got home she was very upset because she felt as though the midwife had treated her like a piece of work that she had to get through and as though the appointment was a tickbox exercise rather than checking how she and the baby are doing not once was she asked how she was it would have made the world of difference if the midwife had taken two minutes to show an interest and to show that there was someone in the healthcare system who cared about her wellbeing but that didnt happenwhat makes this even more disappointing is that it is really tough for pregnant women and their families in lockdown because they are only able to receive a very limited amount of support from friends and familyit is also mental health awareness week something that has clearly passed this particular midwife by and even more of a reason for someone just to ask how my wife was doing this is the second time my wife has seen this particular midwife and the treatment was the same last timeit is a real shame that my wifehad to experience thisbecause when we had our first baby the staff at stoke mandeville were superb and when we have been on the paediatric wardeveryone has been amazing,Positive,0.16674603174603175
The staff and the doctors at this practice are incredibly friendly and helpful.Ive been registered with the practoce for some time and i must say their knowledge and professionaliam is fantastic.Ive never had trouble getring an appointment and everyone is very accommodating.Its lovely to know that they are willing to go the extra mile for their patients.,the staff and the doctors at this practice are incredibly friendly and helpfulive been registered with the practoce for some time and i must say their knowledge and professionaliam is fantasticive never had trouble getring an appointment and everyone is very accommodatingits lovely to know that they are willing to go the extra mile for their patients,Positive,0.1875
Staff worked hard. Was very supportive too. The move went as smooth as it could. What I will say is the floor in my room is that I dont like my room!Otherwise I am well and feel safe & secure on my new ward. I commend staff for coming to work and helping especially in the Covid 19 stages. Thank you Cambridge moved to Carlisle,staff worked hard was very supportive too the move went as smooth as it could what i will say is the floor in my room is that i dont like my roomotherwise i am well and feel safe secure on my new ward i commend staff for coming to work and helping especially in the covid stages thank you cambridge moved to carlisle,Positive,0.2563852813852813
"Struggling with anxiety prior to this service. Husband & daughter finding it hard to cope. IRIS Team came in early February 20 started me with routine & positivity.Together we found ways of helping each other cope with the situation.\nGood advice given by all attendants, positive feedback at every stage. The support at the time was valuable and well received.\nI am now on the mend thanks to your help. However, there is still a way to go and we are still using a self help course on CBT and using the daily diary to record feelings. \nThank you to everyone who helped me. Much appreciated.",struggling with anxiety prior to this service husband daughter finding it hard to cope iris team came in early february started me with routine positivitytogether we found ways of helping each other cope with the situationngood advice given by all attendants positive feedback at every stage the support at the time was valuable and well receivedni am now on the mend thanks to your help however there is still a way to go and we are still using a self help course on cbt and using the daily diary to record feelings nthank you to everyone who helped me much appreciated,Positive,0.03882575757575758
"The move from Cambridge to Carlisle was effortless and over within 2 days, or at least it was for the patients. We caged all our belongings and off they went before us then after dinner on the Sunday we were all took up the stairs to Carlisle and just emptied our cages in our pre determined tooms. The staff had obviously done this before, as you could tell from their efficient way of doing things. It made what could have been a stressful, hard work and upsetting time into an opportunity to see the hospital from a different perspective. The patients now dealt with it as an adventure instead of an upheaval and some have started saying they hope we may stay here for good.",the move from cambridge to carlisle was effortless and over within days or at least it was for the patients we caged all our belongings and off they went before us then after dinner on the sunday we were all took up the stairs to carlisle and just emptied our cages in our pre determined tooms the staff had obviously done this before as you could tell from their efficient way of doing things it made what could have been a stressful hard work and upsetting time into an opportunity to see the hospital from a different perspective the patients now dealt with it as an adventure instead of an upheaval and some have started saying they hope we may stay here for good,Positive,0.021666666666666657
"Got seen quickly, Doctor did scan and gave results, told me findings and nothing too worry about, would have appreciated him telling me why i had a fatty lump with connective tissue..",got seen quickly doctor did scan and gave results told me findings and nothing too worry about would have appreciated him telling me why i had a fatty lump with connective tissue,Positive,0.1111111111111111
"Burne Ward, Rampton. During COVID restrictions Therapy and Education staff are delivering activities on the wards. Here are some comments from patients on Burne Ward:Patient\nQuotes:\n\nTED staff are amazing! I really enjoy your company\n\nYoure doing a good job I like the\nsocial aspect of the activities\n\nYour team are like a silver lining in a cloud Youre really positive!\n\nI feel grateful for you coming onto the ward\nevery week \n\nI like all the activities and going on fresh\nair I enjoy\nthe quizzes\n\nStaff are really nice & polite Your sessions\nare really beneficial\n\nIf you didnt\ncome onto the ward we wouldnt be able to do as much",burne ward rampton during covid restrictions therapy and education staff are delivering activities on the wards here are some comments from patients on burne wardpatientnquotesnnted staff are amazing i really enjoy your companynnyoure doing a good job i like thensocial aspect of the activitiesnnyour team are like a silver lining in a cloud youre really positivenni feel grateful for you coming onto the wardnevery week nni like all the activities and going on freshnair i enjoynthe quizzesnnstaff are really nice polite your sessionsnare really beneficialnnif you didntncome onto the ward we wouldnt be able to do as much,Positive,0.42500000000000004
"The care we as a family have received from Campbeltown Maternity Unit over the last 9 Months has been phenomenal. There were stressful moments when it looked as though I wouldnt be able to deliver here and of course the restrictions of Covid 19. The thought of having to deliver elsewhere broke my heart. Im a born fighter and wasnt prepared to accept I had no choice. My wonderful midwife arranged a consultant appointment for me with the Consultant I had seen when I had complications after my first labour. A plan was put in place to allow a local delivery on the understanding that if complications arose I would be transferred.Towards the end of March i was experiencing light cramping as the cramps become more rapid it dawned on me they may actually be contractions. We phoned the on call midwife and were advised to go to the Unit, we arrived around midnight. The two midwives on call were Helen & Charlotte. Around 1am my cramps intensified and felt like proper contractions. I asked for gas & air and after an examination my waters broke.The team knew I wanted to use the pool so Charlotte set about filling it. However ourbaby girl wasnt prepared to wait she made a very rapid appearance and was lovingly delivered by Helen around 2.30amI honestly cant fault the care we received in labour and feel so blessed to have a wee Campbeltonian ( even though she was 9lbs 3)My experience of labour here was amazing and Im still a bit overwhelmed by how amazing it was. We look forward to being looked after by these wonderful ladies again in the future when 2 hopefully becomes 3 .Special mention has to be given to how well the midwives have supported all the parents to be in the town during the uncertainty of Covid 19 .Im sure they themselves have at times been scared & worried for their own families .Yet they have gone above & beyond for each and every one of us.Forever grateful",the care we as a family have received from campbeltown maternity unit over the last months has been phenomenal there were stressful moments when it looked as though i wouldnt be able to deliver here and of course the restrictions of covid the thought of having to deliver elsewhere broke my heart im a born fighter and wasnt prepared to accept i had no choice my wonderful midwife arranged a consultant appointment for me with the consultant i had seen when i had complications after my first labour a plan was put in place to allow a local delivery on the understanding that if complications arose i would be transferredtowards the end of march i was experiencing light cramping as the cramps become more rapid it dawned on me they may actually be contractions we phoned the on call midwife and were advised to go to the unit we arrived around midnight the two midwives on call were helen charlotte around am my cramps intensified and felt like proper contractions i asked for gas air and after an examination my waters brokethe team knew i wanted to use the pool so charlotte set about filling it however ourbaby girl wasnt prepared to wait she made a very rapid appearance and was lovingly delivered by helen around ami honestly cant fault the care we received in labour and feel so blessed to have a wee campbeltonian even though she was lbs my experience of labour here was amazing and im still a bit overwhelmed by how amazing it was we look forward to being looked after by these wonderful ladies again in the future when hopefully becomes special mention has to be given to how well the midwives have supported all the parents to be in the town during the uncertainty of covid im sure they themselves have at times been scared worried for their own families yet they have gone above beyond for each and every one of usforever grateful,Positive,0.39081632653061227
"During the Covid 19 outbreak i contacted my doctors with covid symptoms. The reception staff  were very professional and courteous and said a doctor would telephone me. A doctor contacted me within 30 minutes and went through my symptom, deciding I should isolate and get a test as soon as possible. Over the next three weeks, i had three further telephone conversations and was given reassurance and the latest advice in relation to covid 19. The last conversation was initiated by the practice to check up on me and to decide if I needed further investigation into my issues. Throughout the process, the doctors and staff were amazing and I cannot praise them highly enough for their knowledge and care. An excellent practice!!",during the covid outbreak i contacted my doctors with covid symptoms the reception staff were very professional and courteous and said a doctor would telephone me a doctor contacted me within minutes and went through my symptom deciding i should isolate and get a test as soon as possible over the next three weeks i had three further telephone conversations and was given reassurance and the latest advice in relation to covid the last conversation was initiated by the practice to check up on me and to decide if i needed further investigation into my issues throughout the process the doctors and staff were amazing and i cannot praise them highly enough for their knowledge and care an excellent practice,Positive,0.25727272727272726
"Calm, reassuring,gentle staff.  Dealt swiftly with my toe injury, amazing, especially considering the pressure all must be under. Thank you.",calm reassuringgentle staff dealt swiftly with my toe injury amazing especially considering the pressure all must be under thank you,Positive,0.30000000000000004
Sunday appointment. Quiet time. Very clean looking area. Staff calm and well kitted with ppe very reassuring.,sunday appointment quiet time very clean looking area staff calm and well kitted with ppe very reassuring,Positive,0.2441666666666667
"I used e-consult yesterday (for the first time) and thought that the response time and advice, plus the request to attend the surgery, was first rate. I felt privileged to have been seen and advised by your doctors and staff. Thank you so much to everyone. And just to add that I have always found the surgery 100% responsive and helpful.",i used econsult yesterday for the first time and thought that the response time and advice plus the request to attend the surgery was first rate i felt privileged to have been seen and advised by your doctors and staff thank you so much to everyone and just to add that i have always found the surgery responsive and helpful,Positive,0.2333333333333333
"I have been having cancer treatment since January 2020, and Oaklands have supported me through this. Regular GP appointments (by phone) and all the staff are so helpful and kind. Just being kind is one of the greatest things they could do for me, and I thank them and appreciate them.",i have been having cancer treatment since january and oaklands have supported me through this regular gp appointments by phone and all the staff are so helpful and kind just being kind is one of the greatest things they could do for me and i thank them and appreciate them,Positive,0.55
"In April my husband William was admitted to St. Lukes.  Following 2 spells in hospital (he was diagnosed with chronic heart disease, not Covid-19), he was nursed by his wife at home for 4 weeks before it became apparent that he needed more intensive palliative care. St. Lukes settled him into a bright room which opened onto a beautiful garden and then he was assessed by a caring doctor. Every day he was washed, as well as once even shaved. The nurses turned him several times a day to make him more comfortable. All this with tremendous care and very good humour. William had severe breathing issues and could no longer take solid food, just a little water. He fought so hard to live but eventually the fight was lost and, 8 days after arriving, my Love & my Life, finally passed. Once again, the staff were tremendous. They provided sympathy, comfort and a lot of tea in my hour of need. I thank everyone at the hospice from the bottom of my heart for the care, and most all, the dignity they gave to my husband of 35 years in his final days. I believe that hospices are hugely undervalued, after all who wants to contemplate their loved ones ever needing this kind of care, let alone consider ever needing it themselves. But should that day come, please remember that St Lukes is only 40% funded by the government, the rest is made up by fund raising and donations and without hospices like St Lukes the world would be a much more difficult place for the terminally ill and their carers.",in april my husband william was admitted to st lukes following spells in hospital he was diagnosed with chronic heart disease not covid he was nursed by his wife at home for weeks before it became apparent that he needed more intensive palliative care st lukes settled him into a bright room which opened onto a beautiful garden and then he was assessed by a caring doctor every day he was washed as well as once even shaved the nurses turned him several times a day to make him more comfortable all this with tremendous care and very good humour william had severe breathing issues and could no longer take solid food just a little water he fought so hard to live but eventually the fight was lost and days after arriving my love my life finally passed once again the staff were tremendous they provided sympathy comfort and a lot of tea in my hour of need i thank everyone at the hospice from the bottom of my heart for the care and most all the dignity they gave to my husband of years in his final days i believe that hospices are hugely undervalued after all who wants to contemplate their loved ones ever needing this kind of care let alone consider ever needing it themselves but should that day come please remember that st lukes is only funded by the government the rest is made up by fund raising and donations and without hospices like st lukes the world would be a much more difficult place for the terminally ill and their carers,Positive,0.2456986531986532
"I had a stroke in January and after eight days in hospital was able to come home. Happily my husband is fit and well and able to help me where I needed help including putting in a second handrail. The Community Stroke Team arrived on the next day and my treatment which was first class went on from there. I was seen three times a week by various members of the Team including Emma, Jasmine, Jan and Gapele. They were all very kind and caring and very professional. Luckily for me I was ready for discharge at the time of the Corona Virus. I am now almost 100% recovered, able to walk 10,000 steps each day! I am very grateful for all the care from the Community Stroke Team.",i had a stroke in january and after eight days in hospital was able to come home happily my husband is fit and well and able to help me where i needed help including putting in a second handrail the community stroke team arrived on the next day and my treatment which was first class went on from there i was seen three times a week by various members of the team including emma jasmine jan and gapele they were all very kind and caring and very professional luckily for me i was ready for discharge at the time of the corona virus i am now almost recovered able to walk steps each day i am very grateful for all the care from the community stroke team,Positive,0.32809523809523816
"I had the hometeam care after being in hospital.  They cheered me up each and every day.  Not only did they see to my morning ablutions their kindness made them seem more like my friends.  I want the lasses to know that I really appreciate them and am grateful for the care given to me.  To carry on doing what they are doing is so much appreciated especially during this lockdown, they sometimes are the only people us elderly see.  thank you very much",i had the hometeam care after being in hospital they cheered me up each and every day not only did they see to my morning ablutions their kindness made them seem more like my friends i want the lasses to know that i really appreciate them and am grateful for the care given to me to carry on doing what they are doing is so much appreciated especially during this lockdown they sometimes are the only people us elderly see thank you very much,Positive,0.1657142857142857
"Impossible to contact by phone. On the morning of Wednesday, the 20th of May, I tried to contact the surgery by phone in order to make an appointment to see a doctor about the pain I have in my leg. I tried from 8 am till around 1215, intermittently, to find that at all times the phone was engaged . No option of a queue to join, no option at all just engaged. Its not the first time Ive had this experience, it is always very difficult to obtain any contact with this  surgery by phone. Its just not acceptable. God help anybody with a genuine emergency. I dont believe this has anything to do with the Covid crisis, because its always been the same.",impossible to contact by phone on the morning of wednesday the th of may i tried to contact the surgery by phone in order to make an appointment to see a doctor about the pain i have in my leg i tried from am till around intermittently to find that at all times the phone was engaged no option of a queue to join no option at all just engaged its not the first time ive had this experience it is always very difficult to obtain any contact with this surgery by phone its just not acceptable god help anybody with a genuine emergency i dont believe this has anything to do with the covid crisis because its always been the same,Negative,-0.13333333333333333
"My dad was admitted to hospital with sickness (gastroenteritis) due to his diabetes, he was on the mend and was in a room with 2 confirmed positive coronavirus patients even though he was a high risk patient. About a week later my dad also tested positive for coronavirus. Five days after he tested positive he was sent home (he lives alone) not knowing if or when hell be tested again. When sending him home they asked my sister who stays with my two elderly grandparents and 10 year old sister to take him home! Which would of potentially put her at risk. I am left very upset and disappointed at the care my dad received whilst in this hospital.",my dad was admitted to hospital with sickness gastroenteritis due to his diabetes he was on the mend and was in a room with confirmed positive coronavirus patients even though he was a high risk patient about a week later my dad also tested positive for coronavirus five days after he tested positive he was sent home he lives alone not knowing if or when hell be tested again when sending him home they asked my sister who stays with my two elderly grandparents and year old sister to take him home which would of potentially put her at risk i am left very upset and disappointed at the care my dad received whilst in this hospital,Positive,0.05556818181818183
Six degrees has made me feel better in myself. I felt listened to. After my therapy session I would use the tools my therapist recommended and felt this helped. I know if I start to feel low again I can access the service.,six degrees has made me feel better in myself i felt listened to after my therapy session i would use the tools my therapist recommended and felt this helped i know if i start to feel low again i can access the service,Positive,0.25
"After a choking episode at home we called NHS24 for further advise about attending A&E with our 9 month old. NHS24 sent an ambulance to take us to A&E.The ambulance crew were very kind and helped put us at ease. I believe they were from the Inverurie station.At A&E we were looked after by student nurses and doctors who assessed and observed our little boy. We were referred to ENT who felt the best course was to be observed overnight in the surgical ward.When taken up to the surgical ward at 8pm we were greeted by the night staff. Staff nurse Gemma and student nurse Erin who were looking after us were very supportive and welcoming. The girls made sure my little boy had some dinner and I a coffee as we had not had anything since lunchtime.A big heartfelt thank you to all the staff on surgical ward, student nurses in A&E, ambulance crew and ENT team.",after a choking episode at home we called nhs for further advise about attending ae with our month old nhs sent an ambulance to take us to aethe ambulance crew were very kind and helped put us at ease i believe they were from the inverurie stationat ae we were looked after by student nurses and doctors who assessed and observed our little boy we were referred to ent who felt the best course was to be observed overnight in the surgical wardwhen taken up to the surgical ward at pm we were greeted by the night staff staff nurse gemma and student nurse erin who were looking after us were very supportive and welcoming the girls made sure my little boy had some dinner and i a coffee as we had not had anything since lunchtimea big heartfelt thank you to all the staff on surgical ward student nurses in ae ambulance crew and ent team,Positive,0.26549999999999996
I can honestly say I would recommend six degreesMy therapist really helped me. The sessions were really good and I started to feel better after the 3rd session but I went for the 4th for reassurance. Its nice to know I can come back to the service if I need to :),i can honestly say i would recommend six degreesmy therapist really helped me the sessions were really good and i started to feel better after the rd session but i went for the th for reassurance its nice to know i can come back to the service if i need to,Positive,0.43333333333333335
"My Grandmother had cancer and was in her final stages. We really wanted her son from Switzerland to come and spend some precious times with her before she slipped away peacefully.He was not keen in coming due to Covid-19 but once we said that the Consultant from St Luke\s Hospicehad given us a kit he was somewhat confident in coming andhe made use of this kit when he visited. This kit included personal protective equipment (aprons, gloves, face masks), hand sanitiser, mouth sponges and information for carers. His response, An effective and beneficial goody bag. To be honest, I think it is one of the best kits I have ever come across in terms of protection. It had everything to keep him safe from all of us. The kit was somewhat generous such as it had a big bottle of hand sanitiser. I think this kit really needs to be promoted not just to hospices but other sectors.Thank you for giving us this kit, it really helped us as a family.",my grandmother had cancer and was in her final stages we really wanted her son from switzerland to come and spend some precious times with her before she slipped away peacefullyhe was not keen in coming due to covid but once we said that the consultant from st lukes hospicehad given us a kit he was somewhat confident in coming andhe made use of this kit when he visited this kit included personal protective equipment aprons gloves face masks hand sanitiser mouth sponges and information for carers his response an effective and beneficial goody bag to be honest i think it is one of the best kits i have ever come across in terms of protection it had everything to keep him safe from all of us the kit was somewhat generous such as it had a big bottle of hand sanitiser i think this kit really needs to be promoted not just to hospices but other sectorsthank you for giving us this kit it really helped us as a family,Positive,0.26999999999999996
"Hi I phoned my gp surgery today. to request a phone consultation for my on-going reflux situation. Due to the circumstances with this covid-19. to which I was told to tell the receptionist my details as it is confidential. So I did. To which I was told a doctor would phone me back. I didnt wait long. I spoke to the doctor I told them that I have had enough of this, the tablets that I take are no longer working and that I need something now. we spoke more as I have had scope done but there was no follow up. I asked why and doctor says there wouldnt be 1 as there was nothing serious. I then say ok, I am glad as only just find out. Anyway, doctor says, that theres a new tablet I could have/take. sorry I forget name of it. in that they would send prescription to chemist today for me to pick up. I asked the doctor this. as I need something to help me now. I phoned chemist twice in gp surgery only to be told my prescription was still in tray by the receptionist. to which I replied thats no good in there. as I was told it would be in chemist today. by the doctor. I asked the receptionist to go ask doctor why they would tell me this if this not the case, only to be told I will need to wait till tomorrow as person at chemist told me it usually takes or could take 48hrs. Im not one for phoning my doctors all the time, but when I need help or advice and get misinformation that does not help. what if I needed this. right away? as well as being or having epilepsy. which I also have or had to ask every time I take any other tablets is it safe to do so. I feel Im a bother. a nobody that matters. embarrassed. in that Im begging for medication that I need. this is how I feel every time I have to phone my gp practise.",hi i phoned my gp surgery today to request a phone consultation for my ongoing reflux situation due to the circumstances with this covid to which i was told to tell the receptionist my details as it is confidential so i did to which i was told a doctor would phone me back i didnt wait long i spoke to the doctor i told them that i have had enough of this the tablets that i take are no longer working and that i need something now we spoke more as i have had scope done but there was no follow up i asked why and doctor says there wouldnt be as there was nothing serious i then say ok i am glad as only just find out anyway doctor says that theres a new tablet i could havetake sorry i forget name of it in that they would send prescription to chemist today for me to pick up i asked the doctor this as i need something to help me now i phoned chemist twice in gp surgery only to be told my prescription was still in tray by the receptionist to which i replied thats no good in there as i was told it would be in chemist today by the doctor i asked the receptionist to go ask doctor why they would tell me this if this not the case only to be told i will need to wait till tomorrow as person at chemist told me it usually takes or could take hrs im not one for phoning my doctors all the time but when i need help or advice and get misinformation that does not help what if i needed this right away as well as being or having epilepsy which i also have or had to ask every time i take any other tablets is it safe to do so i feel im a bother a nobody that matters embarrassed in that im begging for medication that i need this is how i feel every time i have to phone my gp practise,Positive,0.03826358826358826
"The staff is unreliable, referrals are frequently lost. Prescriptions are often forgotten. Appointments never run on time. And the doctors have limited social skills. I cannot recommend this Practice to anybody. I am not treated with respect. Is this what you really want from a GP practice? The private patients are clearly prioritised over the NHS patients. The wait times can be very long. Sometines, appointments are only 2 minutes before you are abruptly asked to leave.",the staff is unreliable referrals are frequently lost prescriptions are often forgotten appointments never run on time and the doctors have limited social skills i cannot recommend this practice to anybody i am not treated with respect is this what you really want from a gp practice the private patients are clearly prioritised over the nhs patients the wait times can be very long sometines appointments are only minutes before you are abruptly asked to leave,Positive,0.019100529100529104
"I would just like to thank all the staff involved in the Endoscopy Department of Kings Mill Hospital, my appointment today was part of my deferred surgical pathway for rectal cancer.In our new environment of the coronavirus epidemic, the staff at Kings Mill truly professional & caring in every aspect of my time at the hospital.Thank youPhil Peat",i would just like to thank all the staff involved in the endoscopy department of kings mill hospital my appointment today was part of my deferred surgical pathway for rectal cancerin our new environment of the coronavirus epidemic the staff at kings mill truly professional caring in every aspect of my time at the hospitalthank youphil peat,Positive,0.11818181818181818
"I visited the Practice today for a blood test. They have set up an excellent system whereby I was able to stay in my car and two nurses in protective clothing came out to take the blood. It was an excellent example of the care and consideration that my wife and I have come to expect from this superb Practice. We have been with them for fifty years and the Doctors, Nurses, Technical Staff and Administrators have always shown exemplary professionalism, and have always been prepared to go that extra mile to provide the personal service that is vital in medical care. During these difficult times they have been in touch to ensure that we have any necessary medicines, and we have had telephone conversations with nurses running clinics that we have been unable to attend. I can not praise them highly enough, and thank them profusely for the excellent care that they have provide for our family.",i visited the practice today for a blood test they have set up an excellent system whereby i was able to stay in my car and two nurses in protective clothing came out to take the blood it was an excellent example of the care and consideration that my wife and i have come to expect from this superb practice we have been with them for fifty years and the doctors nurses technical staff and administrators have always shown exemplary professionalism and have always been prepared to go that extra mile to provide the personal service that is vital in medical care during these difficult times they have been in touch to ensure that we have any necessary medicines and we have had telephone conversations with nurses running clinics that we have been unable to attend i can not praise them highly enough and thank them profusely for the excellent care that they have provide for our family,Positive,0.2571428571428572
Brilliant practice from doctors to nurses to receptionist all very professional so helpful considerate keep up the amazing work,brilliant practice from doctors to nurses to receptionist all very professional so helpful considerate keep up the amazing work,Positive,0.5433333333333333
"Our mother is on Docking Ward and today (20 May) is her 100th birthday.  A cake was organised her by the ward and we have been able to Facetime her. Thank you to all staff on the ward for your kind care of our much loved mother who has 5 children, 8 grandchildren and 8 great-grandchildren.  Thank you also to all staff at the hospital for working so hard in these difficult times.  We clap for you every Thursday and are so grateful to you all.",our mother is on docking ward and today may is her th birthday a cake was organised her by the ward and we have been able to facetime her thank you to all staff on the ward for your kind care of our much loved mother who has children grandchildren and greatgrandchildren thank you also to all staff at the hospital for working so hard in these difficult times we clap for you every thursday and are so grateful to you all,Positive,0.20166666666666666
"Many thanks to my sons GP and nurse who have helped us get to the bottom of an injury he sustained over the past few weeks. This has involved several telephone consultations  and some.face to face appointments. They have really gone above and beyond, have been incredibly responsive and respectful of our views on the matter to help us move forwards. We now have a clear treatment plan for him.  We appreciate the pressure staff are under at present so feel that the care received has been an example of particularly good practice given the current context. Thank you.",many thanks to my sons gp and nurse who have helped us get to the bottom of an injury he sustained over the past few weeks this has involved several telephone consultations and someface to face appointments they have really gone above and beyond have been incredibly responsive and respectful of our views on the matter to help us move forwards we now have a clear treatment plan for him we appreciate the pressure staff are under at present so feel that the care received has been an example of particularly good practice given the current context thank you,Positive,0.20384615384615387
i was well looked after by all the staff from when i went in to when my miner op was finished iwould like to thank all staff on endoscopic department for looking after me,i was well looked after by all the staff from when i went in to when my miner op was finished iwould like to thank all staff on endoscopic department for looking after me,Neutral,0.0
"To everyone at queens, I cannot thank you all enough for the care my nan has received over the last few weeks, she went in to QUEENS hospital in need of emergency bowel surgery (right in the middle of a pandemic) we as a family can not praise you enough, I received calls at every stage of her care, I.E before she went into surgery, when she came out and any changes in her situation, unfortunately my Nan was extremely weak and very very poorly and was taken into intensive care (high dependency unit) where she changed from stable to critical condition quite rapidly, we received calls every single day and sometimes more,  keeping us continually updated in any changes and development she made. We are now on day 10 of my nan being in intensive care and she has made amazing progress thanks to all the fantastic staff! Today the nurses even done a zoom call so I was able to talk to my nan as she started to wake up. It has absolutely made my whole day and really reassuring at this scary time. This team have gone above and beyond for our family and the care my nan has received has been exceptional. From the bottom of my heart, THANK YOU! You are true heros!",to everyone at queens i cannot thank you all enough for the care my nan has received over the last few weeks she went in to queens hospital in need of emergency bowel surgery right in the middle of a pandemic we as a family can not praise you enough i received calls at every stage of her care ie before she went into surgery when she came out and any changes in her situation unfortunately my nan was extremely weak and very very poorly and was taken into intensive care high dependency unit where she changed from stable to critical condition quite rapidly we received calls every single day and sometimes more keeping us continually updated in any changes and development she made we are now on day of my nan being in intensive care and she has made amazing progress thanks to all the fantastic staff today the nurses even done a zoom call so i was able to talk to my nan as she started to wake up it has absolutely made my whole day and really reassuring at this scary time this team have gone above and beyond for our family and the care my nan has received has been exceptional from the bottom of my heart thank you you are true heros,Positive,0.0873313492063492
Best surgery in Luton. The reception staff are friendly and helpful every time I have spoken to them on the phone they really do try to help in any way even if I have been late ringing in they tell you where to go or who to speak to for help. I have seen two doctors there and both were brilliant really listened to the problems I had not trying to get me out of the room as quickly as possible. Great service,best surgery in luton the reception staff are friendly and helpful every time i have spoken to them on the phone they really do try to help in any way even if i have been late ringing in they tell you where to go or who to speak to for help i have seen two doctors there and both were brilliant really listened to the problems i had not trying to get me out of the room as quickly as possible great service,Positive,0.396875
"Asked for a call back which I received that day. Triage member was very good, listened , discussed and made referrals as needed. Excellent",asked for a call back which i received that day triage member was very good listened discussed and made referrals as needed excellent,Positive,0.6366666666666666
They always respond to the phone and booking online works just fine. Texting all details back is really helping a lot,they always respond to the phone and booking online works just fine texting all details back is really helping a lot,Positive,0.20555555555555557
"I have in the past had cause to complain both verbally and written about Hall Green Health, however i feel i must congratulate the whole team on turning the surgery into the caring, supportive and helpful doctors surgery that we all have access to! You all do an amazing job with extremely quick responses to my online queries ( 2 in the past 8 weeks) even during COVID 19. I would have no hesitation in recommending this surgery, its fabulous. Stay safe everyone, I appreciate everything you do for us patients.",i have in the past had cause to complain both verbally and written about hall green health however i feel i must congratulate the whole team on turning the surgery into the caring supportive and helpful doctors surgery that we all have access to you all do an amazing job with extremely quick responses to my online queries in the past weeks even during covid i would have no hesitation in recommending this surgery its fabulous stay safe everyone i appreciate everything you do for us patients,Positive,0.20370370370370372
"This surgery is a joke, you can never get an appointment. My doctor said I was booked in for a physiotherapy session at Pinderfields for my back but I still havent heard back and it has been absolute months now, and on my last visit a few month a go, the GP I saw was extremely rude, despite my clear instructions that she simply didnt stick to. Will be regestering elsewhere.",this surgery is a joke you can never get an appointment my doctor said i was booked in for a physiotherapy session at pinderfields for my back but i still havent heard back and it has been absolute months now and on my last visit a few month a go the gp i saw was extremely rude despite my clear instructions that she simply didnt stick to will be regestering elsewhere,Negative,-0.024999999999999994
"I was recently admitted to ward A22 with a suspected stroke.From my admittance to my discharged everything was handled in a very professional and cordial manner. Al the nurses in ward A22 treated me with utmost respect which makes you feel at home and very comfortable they clearly love their job.No patient could fault the care you receive in ward A22. the the Dr, Nurses and the dinner staff are fantastic. A double AA+ from me, a well organised team, a credit to Forth Valley Hospital.",i was recently admitted to ward a with a suspected strokefrom my admittance to my discharged everything was handled in a very professional and cordial manner al the nurses in ward a treated me with utmost respect which makes you feel at home and very comfortable they clearly love their jobno patient could fault the care you receive in ward a the the dr nurses and the dinner staff are fantastic a double aa from me a well organised team a credit to forth valley hospital,Positive,0.2583333333333333
